+---------------+-------------------+-----------+----------+---------------------+------------------------+---------------------+---------------------+---------------+
| department_id | department_name   | hosp_year | ken_code | insurance_provider  | hospitalizations_count | total_basic_revenue | total_extra_revenue | total_revenue |
|             3 | Internal Medicine |      2023 | Λ20Α     | Uninsured           |                      1 |          872.000000 |          218.010000 |   1090.010000 |
|             3 | Internal Medicine |      2023 | Λ21Α     | EFKA                |                      1 |          420.000000 |          577.500000 |    997.500000 |
|             3 | Internal Medicine |      2023 | Λ23Α     | Private Insurance A |                      1 |          265.000000 |         1258.750000 |   1523.750000 |
|             3 | Internal Medicine |      2023 | Μ30Α     | Private Insurance A |                      1 |          891.000000 |         3118.500000 |   4009.500000 |
|             3 | Internal Medicine |      2023 | Μ31Μ     | Private Insurance B |                      1 |        11675.000000 |            0.000000 |  11675.000000 |
|             3 | Internal Medicine |      2023 | Μ31Χ     | OAEE                |                      1 |         8533.000000 |            0.000000 |   8533.000000 |
|             3 | Internal Medicine |      2023 | Μ32Μα    | Uninsured           |                      1 |        12912.000000 |            0.000000 |  12912.000000 |
|             3 | Internal Medicine |      2023 | Μ32Μβ    | EFKA                |                      1 |         9963.000000 |            0.000000 |   9963.000000 |
|             3 | Internal Medicine |      2023 | Ν04Χ     | EFKA                |                      1 |         2470.000000 |         2161.320000 |   4631.320000 |
|             3 | Internal Medicine |      2023 | Ν05Α     | Private Insurance A |                      1 |          439.000000 |          439.000000 |    878.000000 |
|             3 | Internal Medicine |      2023 | Ν06Μ     | Private Insurance B |                      1 |         3297.000000 |            0.000000 |   3297.000000 |
|             3 | Internal Medicine |      2023 | Ν06Χ     | OAEE                |                      1 |          969.000000 |         2059.040000 |   3028.040000 |
|             3 | Internal Medicine |      2023 | Ν07Μ     | Uninsured           |                      1 |         2513.000000 |            0.000000 |   2513.000000 |
|             3 | Internal Medicine |      2023 | Ν68Χ     | Uninsured           |                      1 |          565.000000 |         1341.780000 |   1906.780000 |
|             3 | Internal Medicine |      2023 | Ν82Μβ    | EFKA                |                      1 |         2475.000000 |            0.000000 |   2475.000000 |
|             3 | Internal Medicine |      2023 | Ν82Χ     | Private Insurance A |                      1 |         1416.000000 |          531.000000 |   1947.000000 |
|             3 | Internal Medicine |      2023 | Ξ01Α     | Private Insurance B |                      1 |         3476.000000 |         1862.100000 |   5338.100000 |
|             3 | Internal Medicine |      2023 | Ξ02Μ     | OAEE                |                      1 |         4655.000000 |            0.000000 |   4655.000000 |
|             4 | Neurology         |      2023 | W13Α     | OAEE                |                      1 |          685.000000 |          599.340000 |   1284.340000 |
|             4 | Neurology         |      2023 | Α01Μ     | Uninsured           |                      1 |         4701.000000 |           78.350000 |   4779.350000 |
|             4 | Neurology         |      2023 | Α01Χ     | EFKA                |                      1 |         2712.000000 |            0.000000 |   2712.000000 |
|             4 | Neurology         |      2023 | Α02Μα    | Private Insurance A |                      1 |         3922.000000 |            0.000000 |   3922.000000 |
|             4 | Neurology         |      2023 | Α02Μβ    | Private Insurance B |                      1 |         1595.000000 |          957.000000 |   2552.000000 |
|             4 | Neurology         |      2023 | Β01Χ     | Private Insurance B |                      1 |         2892.000000 |         1446.000000 |   4338.000000 |
|             4 | Neurology         |      2023 | Β02Μ     | OAEE                |                      1 |         1719.000000 |          736.680000 |   2455.680000 |
|             4 | Neurology         |      2023 | Β02Χ     | Uninsured           |                      1 |         1007.000000 |          251.760000 |   1258.760000 |
|             4 | Neurology         |      2023 | Β03Α     | EFKA                |                      1 |          771.000000 |         1060.180000 |   1831.180000 |
|             4 | Neurology         |      2023 | Β04Α     | Private Insurance A |                      1 |          652.000000 |         3097.000000 |   3749.000000 |
|             4 | Neurology         |      2023 | Δ20Μ     | Private Insurance A |                      1 |         2669.000000 |            0.000000 |   2669.000000 |
|             4 | Neurology         |      2023 | Δ20Χ     | Private Insurance B |                      1 |         1471.000000 |          531.180000 |   2002.180000 |
|             4 | Neurology         |      2023 | Δ22Μ     | OAEE                |                      1 |          965.000000 |          193.000000 |   1158.000000 |
|             4 | Neurology         |      2023 | Δ22Χ     | Uninsured           |                      1 |          688.000000 |         1204.000000 |   1892.000000 |
|             4 | Neurology         |      2023 | Δ23Μ     | EFKA                |                      1 |          965.000000 |            0.000000 |    965.000000 |
|             4 | Neurology         |      2023 | Η02Χ     | EFKA                |                      1 |         2079.000000 |         1039.440000 |   3118.440000 |
|             4 | Neurology         |      2023 | Η05Μ     | Private Insurance A |                      1 |         4533.000000 |            0.000000 |   4533.000000 |
|             4 | Neurology         |      2023 | Η05Χ     | Private Insurance B |                      1 |         1393.000000 |          696.480000 |   2089.480000 |
|             4 | Neurology         |      2023 | Η06Μ     | OAEE                |                      1 |         4646.000000 |            0.000000 |   4646.000000 |
|             4 | Neurology         |      2023 | Η06Χ     | Uninsured           |                      1 |         1556.000000 |           77.800000 |   1633.800000 |
|             4 | Neurology         |      2023 | Θ24Χ     | Uninsured           |                      1 |          669.000000 |         1588.780000 |   2257.780000 |
|             4 | Neurology         |      2023 | Ι20Α     | EFKA                |                      1 |          366.000000 |          274.500000 |    640.500000 |
|             4 | Neurology         |      2023 | Ι21Α     | Private Insurance A |                      1 |         1089.000000 |          544.500000 |   1633.500000 |
|             4 | Neurology         |      2023 | Ι22Μ     | Private Insurance B |                      1 |          910.000000 |          606.720000 |   1516.720000 |
|             4 | Neurology         |      2023 | Ι22Χ     | OAEE                |                      1 |          366.000000 |          732.000000 |   1098.000000 |
|             4 | Neurology         |      2023 | Κ22Α     | OAEE                |                      1 |         7753.000000 |            0.000000 |   7753.000000 |
|             4 | Neurology         |      2023 | Κ30Μ     | Uninsured           |                      1 |         6295.000000 |            0.000000 |   6295.000000 |
|             4 | Neurology         |      2023 | Κ30Χ     | EFKA                |                      1 |         4470.000000 |         2235.000000 |   6705.000000 |
|             4 | Neurology         |      2023 | Κ31Μ     | Private Insurance A |                      1 |         2038.000000 |            0.000000 |   2038.000000 |
|             4 | Neurology         |      2023 | Κ31Χ     | Private Insurance B |                      1 |         1183.000000 |          591.520000 |   1774.520000 |
|             4 | Neurology         |      2023 | Λ24Α     | Private Insurance B |                      1 |          288.000000 |          180.000000 |    468.000000 |
|             4 | Neurology         |      2023 | Λ26Α     | OAEE                |                      1 |          257.000000 |          385.440000 |    642.440000 |
|             4 | Neurology         |      2023 | Μ01Μ     | Uninsured           |                      1 |        14020.000000 |            0.000000 |  14020.000000 |
|             4 | Neurology         |      2023 | Μ01Χ     | EFKA                |                      1 |         9606.000000 |          343.070000 |   9949.070000 |
|             4 | Neurology         |      2023 | Μ02Μ     | Private Insurance A |                      1 |         9110.000000 |            0.000000 |   9110.000000 |
|             4 | Neurology         |      2023 | Μ32Χ     | Private Insurance A |                      1 |         9147.000000 |          254.080000 |   9401.080000 |
|             4 | Neurology         |      2023 | Μ60Α     | Private Insurance B |                      1 |         1720.000000 |          614.300000 |   2334.300000 |
|             4 | Neurology         |      2023 | Μ61Μ     | OAEE                |                      1 |         2210.000000 |            0.000000 |   2210.000000 |
|             4 | Neurology         |      2023 | Μ61Χ     | Uninsured           |                      1 |          856.000000 |          374.500000 |   1230.500000 |
|             4 | Neurology         |      2023 | Μ63Μ     | EFKA                |                      1 |         1198.000000 |          470.690000 |   1668.690000 |
|             4 | Neurology         |      2023 | Ν07Χ     | EFKA                |                      1 |         1110.000000 |         1526.250000 |   2636.250000 |
|             4 | Neurology         |      2023 | Ν10Α     | Private Insurance A |                      1 |          163.000000 |          774.250000 |    937.250000 |
|             4 | Neurology         |      2023 | Ν11Α     | Private Insurance B |                      1 |         1331.000000 |          133.100000 |   1464.100000 |
|             4 | Neurology         |      2023 | Ν12Μ     | OAEE                |                      1 |         5390.000000 |          103.650000 |   5493.650000 |
|             4 | Neurology         |      2023 | Ν12Χ     | Uninsured           |                      1 |         3720.000000 |         1860.040000 |   5580.040000 |
|             4 | Neurology         |      2023 | Ξ02Χ     | Uninsured           |                      1 |          781.000000 |         1366.680000 |   2147.680000 |
|             4 | Neurology         |      2023 | Ξ20Μ     | EFKA                |                      1 |         1945.000000 |            0.000000 |   1945.000000 |
|             4 | Neurology         |      2023 | Ξ20Χα    | Private Insurance A |                      1 |          786.000000 |          458.500000 |   1244.500000 |
|             4 | Neurology         |      2023 | Ξ20Χβ    | Private Insurance B |                      1 |          257.000000 |         1028.000000 |   1285.000000 |
|             4 | Neurology         |      2023 | Ξ21Μ     | OAEE                |                      1 |         1136.000000 |            0.000000 |   1136.000000 |
|             8 | Oncology          |      2023 | Α23Α     | Private Insurance B |                      1 |          319.000000 |         1674.750000 |   1993.750000 |
|             8 | Oncology          |      2023 | Α24Μ     | OAEE                |                      1 |         1821.000000 |           56.910000 |   1877.910000 |
|             8 | Oncology          |      2023 | Α24Χ     | Uninsured           |                      1 |          949.000000 |          711.720000 |   1660.720000 |
|             8 | Oncology          |      2023 | Α25Μ     | EFKA                |                      1 |         1766.000000 |            0.000000 |   1766.000000 |
|             8 | Oncology          |      2023 | Α25Χ     | Private Insurance A |                      1 |          949.000000 |          237.250000 |   1186.250000 |
|             8 | Oncology          |      2023 | Γ05Χ     | Private Insurance A |                      1 |         1374.000000 |          515.250000 |   1889.250000 |
|             8 | Oncology          |      2023 | Γ06Μ     | Private Insurance B |                      1 |         1649.000000 |          824.480000 |   2473.480000 |
|             8 | Oncology          |      2023 | Γ06Χ     | OAEE                |                      1 |         1264.000000 |         2686.000000 |   3950.000000 |
|             8 | Oncology          |      2023 | Γ07Α     | Uninsured           |                      1 |          742.000000 |          927.500000 |   1669.500000 |
|             8 | Oncology          |      2023 | Γ08Α     | EFKA                |                      1 |          719.000000 |         2157.000000 |   2876.000000 |
|             8 | Oncology          |      2023 | Ε03Α     | EFKA                |                      1 |        15000.000000 |            0.000000 |  15000.000000 |
|             8 | Oncology          |      2023 | Ε04Α     | Private Insurance A |                      1 |        30015.000000 |            0.000000 |  30015.000000 |
|             8 | Oncology          |      2023 | Ε05Α     | Private Insurance B |                      1 |        34279.000000 |            0.000000 |  34279.000000 |
|             8 | Oncology          |      2023 | Ε06Μ     | OAEE                |                      1 |        39863.000000 |            0.000000 |  39863.000000 |
|             8 | Oncology          |      2023 | Ε06Χα    | Uninsured           |                      1 |        20597.000000 |            0.000000 |  20597.000000 |
|             8 | Oncology          |      2023 | Η42Χ     | Uninsured           |                      1 |          708.000000 |          472.000000 |   1180.000000 |
|             8 | Oncology          |      2023 | Η43Μ     | EFKA                |                      1 |         1813.000000 |          566.600000 |   2379.600000 |
|             8 | Oncology          |      2023 | Η43Χ     | Private Insurance A |                      1 |          521.000000 |          195.360000 |    716.360000 |
|             8 | Oncology          |      2023 | Η44Μ     | Private Insurance B |                      1 |         1198.000000 |          299.520000 |   1497.520000 |
|             8 | Oncology          |      2023 | Η44Χ     | OAEE                |                      1 |          436.000000 |          926.500000 |   1362.500000 |
|             8 | Oncology          |      2023 | Κ07Μβ    | OAEE                |                      1 |         7279.000000 |         1364.820000 |   8643.820000 |
|             8 | Oncology          |      2023 | Κ07Χ     | Uninsured           |                      1 |         5354.000000 |         2676.940000 |   8030.940000 |
|             8 | Oncology          |      2023 | Κ08Μ     | EFKA                |                      1 |         8956.000000 |            0.000000 |   8956.000000 |
|             8 | Oncology          |      2023 | Κ08Χ     | Private Insurance A |                      1 |         5561.000000 |         1588.880000 |   7149.880000 |
|             8 | Oncology          |      2023 | Κ09Μα    | Private Insurance B |                      1 |         6413.000000 |         1923.840000 |   8336.840000 |
|             8 | Oncology          |      2023 | Κ38Χ     | Private Insurance B |                      1 |          627.000000 |         2508.000000 |   3135.000000 |
|             8 | Oncology          |      2023 | Κ39Μ     | OAEE                |                      1 |         1268.000000 |            0.000000 |   1268.000000 |
|             8 | Oncology          |      2023 | Κ39Χ     | Uninsured           |                      1 |          327.000000 |          367.920000 |    694.920000 |
|             8 | Oncology          |      2023 | Κ40Μ     | EFKA                |                      1 |         2000.000000 |          400.000000 |   2400.000000 |
|             8 | Oncology          |      2023 | Κ40Χ     | Private Insurance A |                      1 |          794.000000 |          132.340000 |    926.340000 |
|             8 | Oncology          |      2023 | Μ10Χ     | Private Insurance A |                      1 |         1908.000000 |         1908.000000 |   3816.000000 |
|             8 | Oncology          |      2023 | Μ11Α     | Private Insurance B |                      1 |         4045.000000 |          758.430000 |   4803.430000 |
|             8 | Oncology          |      2023 | Μ12Μα    | OAEE                |                      1 |         5478.000000 |            0.000000 |   5478.000000 |
|             8 | Oncology          |      2023 | Μ12Μβ    | Uninsured           |                      1 |         2993.000000 |          374.150000 |   3367.150000 |
|             8 | Oncology          |      2023 | Μ12Χ     | EFKA                |                      1 |         1665.000000 |          138.760000 |   1803.760000 |
|             8 | Oncology          |      2023 | Μ71Μ     | EFKA                |                      1 |         1323.000000 |            0.000000 |   1323.000000 |
|             8 | Oncology          |      2023 | Μ71Χ     | Private Insurance A |                      1 |          405.000000 |          404.960000 |    809.960000 |
|             8 | Oncology          |      2023 | Μ72Μ     | Private Insurance B |                      1 |         1681.000000 |          373.520000 |   2054.520000 |
|             8 | Oncology          |      2023 | Μ72Χ     | OAEE                |                      1 |          490.000000 |           40.830000 |    530.830000 |
|             8 | Oncology          |      2023 | Μ73Μ     | Uninsured           |                      1 |         2249.000000 |            0.000000 |   2249.000000 |
|             8 | Oncology          |      2023 | Ν28Μ     | Uninsured           |                      1 |         1907.000000 |            0.000000 |   1907.000000 |
|             8 | Oncology          |      2023 | Ν29Μ     | EFKA                |                      1 |         1230.000000 |          358.750000 |   1588.750000 |
|             8 | Oncology          |      2023 | Ν29Χ     | Private Insurance A |                      1 |          545.000000 |          772.140000 |   1317.140000 |
|             8 | Oncology          |      2023 | Ν30Α     | Private Insurance B |                      1 |          420.000000 |          262.500000 |    682.500000 |
|             8 | Oncology          |      2023 | Ν30Μα    | OAEE                |                      1 |         3408.000000 |            0.000000 |   3408.000000 |
|             8 | Oncology          |      2023 | Ο16Α     | OAEE                |                      1 |          592.000000 |         1184.000000 |   1776.000000 |
|             8 | Oncology          |      2023 | Ο17Α     | Uninsured           |                      1 |         2423.000000 |          363.480000 |   2786.480000 |
|             8 | Oncology          |      2023 | Ο20Χ     | Private Insurance A |                      1 |         1035.000000 |          388.140000 |   1423.140000 |
|             8 | Oncology          |      2023 | Ο21Μ     | Private Insurance B |                      1 |          934.000000 |          560.400000 |   1494.400000 |
|             5 | Orthopedics       |      2023 | Α02Χ     | OAEE                |                      1 |          683.000000 |          512.250000 |   1195.250000 |
|             5 | Orthopedics       |      2023 | Α10Μ     | Uninsured           |                      1 |         6036.000000 |            0.000000 |   6036.000000 |
|             5 | Orthopedics       |      2023 | Α10Χ     | EFKA                |                      1 |         4627.000000 |         1445.900000 |   6072.900000 |
|             5 | Orthopedics       |      2023 | Α11Χ     | Private Insurance A |                      1 |         3635.000000 |            0.000000 |   3635.000000 |
|             5 | Orthopedics       |      2023 | Α12Α     | Private Insurance B |                      1 |         1910.000000 |         5252.500000 |   7162.500000 |
|             5 | Orthopedics       |      2023 | Α12Μ     | OAEE                |                      1 |         3984.000000 |          117.180000 |   4101.180000 |
|             5 | Orthopedics       |      2023 | Β05Α     | Private Insurance B |                      1 |          458.000000 |          687.000000 |   1145.000000 |
|             5 | Orthopedics       |      2023 | Β06Μ     | OAEE                |                      1 |         1930.000000 |          643.360000 |   2573.360000 |
|             5 | Orthopedics       |      2023 | Β06Χ     | Uninsured           |                      1 |         1659.000000 |         3940.220000 |   5599.220000 |
|             5 | Orthopedics       |      2023 | Β10Α     | EFKA                |                      1 |          220.000000 |          385.000000 |    605.000000 |
|             5 | Orthopedics       |      2023 | Β20Μ     | Private Insurance A |                      1 |         1323.000000 |          378.000000 |   1701.000000 |
|             5 | Orthopedics       |      2023 | Β20Χ     | Private Insurance B |                      1 |          413.000000 |         1032.400000 |   1445.400000 |
|             5 | Orthopedics       |      2023 | Δ23Χ     | Private Insurance A |                      1 |          366.000000 |          366.000000 |    732.000000 |
|             5 | Orthopedics       |      2023 | Δ24Μ     | Private Insurance B |                      1 |         1619.000000 |          359.760000 |   1978.760000 |
|             5 | Orthopedics       |      2023 | Δ24Χ     | OAEE                |                      1 |          802.000000 |            0.000000 |    802.000000 |
|             5 | Orthopedics       |      2023 | Δ25Μ     | Uninsured           |                      1 |         1105.000000 |          230.200000 |   1335.200000 |
|             5 | Orthopedics       |      2023 | Δ25Χ     | EFKA                |                      1 |          350.000000 |          700.000000 |   1050.000000 |
|             5 | Orthopedics       |      2023 | Δ27Μ     | Private Insurance A |                      1 |          708.000000 |          118.000000 |    826.000000 |
|             5 | Orthopedics       |      2023 | Η07Μ     | EFKA                |                      1 |         4299.000000 |            0.000000 |   4299.000000 |
|             5 | Orthopedics       |      2023 | Η07Χ     | Private Insurance A |                      1 |         2037.000000 |         1188.320000 |   3225.320000 |
|             5 | Orthopedics       |      2023 | Η08Μ     | Private Insurance B |                      1 |         2111.000000 |           87.960000 |   2198.960000 |
|             5 | Orthopedics       |      2023 | Η08Χ     | OAEE                |                      1 |         1273.000000 |         1909.440000 |   3182.440000 |
|             5 | Orthopedics       |      2023 | Η20Μ     | Uninsured           |                      1 |         3561.000000 |          809.300000 |   4370.300000 |
|             5 | Orthopedics       |      2023 | Η20Χ     | EFKA                |                      1 |         1517.000000 |          227.550000 |   1744.550000 |
|             5 | Orthopedics       |      2023 | Ι23Α     | Uninsured           |                      1 |          576.000000 |          316.800000 |    892.800000 |
|             5 | Orthopedics       |      2023 | Ι24Α     | EFKA                |                      1 |          599.000000 |            0.000000 |    599.000000 |
|             5 | Orthopedics       |      2023 | Κ01Μ     | Private Insurance A |                      1 |        16215.000000 |            0.000000 |  16215.000000 |
|             5 | Orthopedics       |      2023 | Κ01Χ     | Private Insurance B |                      1 |        12420.000000 |        14490.000000 |  26910.000000 |
|             5 | Orthopedics       |      2023 | Κ02Α     | OAEE                |                      1 |         2844.000000 |            0.000000 |   2844.000000 |
|             5 | Orthopedics       |      2023 | Κ03Μ     | Uninsured           |                      1 |        15429.000000 |            0.000000 |  15429.000000 |
|             5 | Orthopedics       |      2023 | Κ32Α     | OAEE                |                      1 |         1043.000000 |         4693.500000 |   5736.500000 |
|             5 | Orthopedics       |      2023 | Κ32Μ     | Uninsured           |                      1 |         2062.000000 |            0.000000 |   2062.000000 |
|             5 | Orthopedics       |      2023 | Κ32Χ     | EFKA                |                      1 |         1089.000000 |          907.500000 |   1996.500000 |
|             5 | Orthopedics       |      2023 | Κ33Α     | Private Insurance A |                      1 |         3132.000000 |          421.610000 |   3553.610000 |
|             5 | Orthopedics       |      2023 | Κ33Χ     | Private Insurance B |                      1 |          669.000000 |           66.900000 |    735.900000 |
|             5 | Orthopedics       |      2023 | Κ34Μ     | OAEE                |                      1 |         2233.000000 |           42.940000 |   2275.940000 |
|             5 | Orthopedics       |      2023 | Μ02Χ     | Private Insurance B |                      1 |         3430.000000 |         1500.660000 |   4930.660000 |
|             5 | Orthopedics       |      2023 | Μ03Μ     | OAEE                |                      1 |         6307.000000 |            0.000000 |   6307.000000 |
|             5 | Orthopedics       |      2023 | Μ03Χ     | Uninsured           |                      1 |         6411.000000 |         2060.640000 |   8471.640000 |
|             5 | Orthopedics       |      2023 | Μ04Μ     | EFKA                |                      1 |         7042.000000 |            0.000000 |   7042.000000 |
|             5 | Orthopedics       |      2023 | Μ04Χ     | Private Insurance A |                      1 |         6611.000000 |         1101.840000 |   7712.840000 |
|             5 | Orthopedics       |      2023 | Μ05Μ     | Private Insurance B |                      1 |         7705.000000 |         1050.660000 |   8755.660000 |
|             5 | Orthopedics       |      2023 | Μ63Χ     | Private Insurance A |                      1 |          444.000000 |          166.500000 |    610.500000 |
|             5 | Orthopedics       |      2023 | Μ64Μ     | Private Insurance B |                      1 |         2669.000000 |            0.000000 |   2669.000000 |
|             5 | Orthopedics       |      2023 | Μ64Χ     | OAEE                |                      1 |         1175.000000 |          403.920000 |   1578.920000 |
|             5 | Orthopedics       |      2023 | Μ65Μ     | Uninsured           |                      1 |         2560.000000 |            0.000000 |   2560.000000 |
|             5 | Orthopedics       |      2023 | Μ65Χ     | EFKA                |                      1 |         1222.000000 |          488.800000 |   1710.800000 |
|             5 | Orthopedics       |      2023 | Μ66Μ     | Private Insurance A |                      1 |         2436.000000 |          609.000000 |   3045.000000 |
|             5 | Orthopedics       |      2023 | Ν20Μ     | EFKA                |                      1 |         6919.000000 |            0.000000 |   6919.000000 |
|             5 | Orthopedics       |      2023 | Ν20Χ     | Private Insurance A |                      1 |         2576.000000 |          322.000000 |   2898.000000 |
|             5 | Orthopedics       |      2023 | Ν21Μ     | Private Insurance B |                      1 |         4960.000000 |          465.000000 |   5425.000000 |
|             5 | Orthopedics       |      2023 | Ν21Χ     | OAEE                |                      1 |         1885.000000 |          377.000000 |   2262.000000 |
|             5 | Orthopedics       |      2023 | Ν22Α     | Uninsured           |                      1 |          243.000000 |          911.250000 |   1154.250000 |
|             5 | Orthopedics       |      2023 | Ν23Α     | EFKA                |                      1 |         2109.000000 |            0.000000 |   2109.000000 |
|             5 | Orthopedics       |      2023 | Ξ21Χ     | Uninsured           |                      1 |          315.000000 |          787.500000 |   1102.500000 |
|             5 | Orthopedics       |      2023 | Ξ22Α     | EFKA                |                      1 |          514.000000 |          642.450000 |   1156.450000 |
|             5 | Orthopedics       |      2023 | Ο01Α     | Private Insurance A |                      1 |         1395.000000 |          232.500000 |   1627.500000 |
|             5 | Orthopedics       |      2023 | Ο02Α     | Private Insurance B |                      1 |         1611.000000 |         1208.250000 |   2819.250000 |
|             5 | Orthopedics       |      2023 | Ο03Α     | OAEE                |                      1 |          837.000000 |         3766.500000 |   4603.500000 |
|             5 | Orthopedics       |      2023 | Ο04Α     | Uninsured           |                      1 |         1356.000000 |          339.000000 |   1695.000000 |
|             6 | Pediatrics        |      2023 | Α12Χ     | Uninsured           |                      1 |         1798.000000 |            0.000000 |   1798.000000 |
|             6 | Pediatrics        |      2023 | Α20Μ     | EFKA                |                      1 |         3696.000000 |            0.000000 |   3696.000000 |
|             6 | Pediatrics        |      2023 | Α20Χ     | Private Insurance A |                      1 |         2638.000000 |          659.500000 |   3297.500000 |
|             6 | Pediatrics        |      2023 | Α21Μ     | Private Insurance B |                      1 |         2187.000000 |            0.000000 |   2187.000000 |
|             6 | Pediatrics        |      2023 | Β21Α     | OAEE                |                      1 |          459.000000 |          401.660000 |    860.660000 |
|             6 | Pediatrics        |      2023 | Β22Α     | Uninsured           |                      1 |          545.000000 |          590.460000 |   1135.460000 |
|             6 | Pediatrics        |      2023 | Β23Α     | EFKA                |                      1 |          316.000000 |          158.000000 |    474.000000 |
|             6 | Pediatrics        |      2023 | Β24Α     | Private Insurance A |                      1 |          296.000000 |          666.000000 |    962.000000 |
|             6 | Pediatrics        |      2023 | Δ27Χ     | Private Insurance B |                      1 |          199.000000 |          547.250000 |    746.250000 |
|             6 | Pediatrics        |      2023 | Δ28Α     | OAEE                |                      1 |          382.000000 |         1719.000000 |   2101.000000 |
|             6 | Pediatrics        |      2023 | Δ28Μ     | Uninsured           |                      1 |         1969.000000 |            0.000000 |   1969.000000 |
|             6 | Pediatrics        |      2023 | Δ28Χ     | EFKA                |                      1 |          965.000000 |          542.790000 |   1507.790000 |
|             6 | Pediatrics        |      2023 | Η23Μ     | Private Insurance A |                      1 |         2552.000000 |          232.000000 |   2784.000000 |
|             6 | Pediatrics        |      2023 | Η23Χ     | Private Insurance B |                      1 |          786.000000 |         1244.500000 |   2030.500000 |
|             6 | Pediatrics        |      2023 | Η40Μα    | OAEE                |                      1 |         2654.000000 |            0.000000 |   2654.000000 |
|             6 | Pediatrics        |      2023 | Η40Μβ    | Uninsured           |                      1 |          965.000000 |          530.750000 |   1495.750000 |
|             6 | Pediatrics        |      2023 | Κ03Χ     | EFKA                |                      1 |        11734.000000 |         1128.250000 |  12862.250000 |
|             6 | Pediatrics        |      2023 | Κ04Μ     | Private Insurance A |                      1 |        13155.000000 |            0.000000 |  13155.000000 |
|             6 | Pediatrics        |      2023 | Κ04Χ     | Private Insurance B |                      1 |         9163.000000 |         1145.360000 |  10308.360000 |
|             6 | Pediatrics        |      2023 | Κ05Μ     | OAEE                |                      1 |        10023.000000 |          139.210000 |  10162.210000 |
|             6 | Pediatrics        |      2023 | Κ34Χ     | Uninsured           |                      1 |          981.000000 |          784.800000 |   1765.800000 |
|             6 | Pediatrics        |      2023 | Κ35Μ     | EFKA                |                      1 |         1502.000000 |           53.640000 |   1555.640000 |
|             6 | Pediatrics        |      2023 | Κ35Χ     | Private Insurance A |                      1 |          521.000000 |          846.560000 |   1367.560000 |
|             6 | Pediatrics        |      2023 | Κ36Μ     | Private Insurance B |                      1 |          957.000000 |          813.450000 |   1770.450000 |
|             6 | Pediatrics        |      2023 | Μ05Χ     | OAEE                |                      1 |         6101.000000 |            0.000000 |   6101.000000 |
|             6 | Pediatrics        |      2023 | Μ06Α     | Uninsured           |                      1 |        19980.000000 |         1110.000000 |  21090.000000 |
|             6 | Pediatrics        |      2023 | Μ07Α     | EFKA                |                      1 |         5235.000000 |            0.000000 |   5235.000000 |
|             6 | Pediatrics        |      2023 | Μ08Μ     | Private Insurance A |                      1 |         4449.000000 |            0.000000 |   4449.000000 |
|             6 | Pediatrics        |      2023 | Μ66Χ     | Private Insurance B |                      1 |          652.000000 |          407.500000 |   1059.500000 |
|             6 | Pediatrics        |      2023 | Μ67Μ     | OAEE                |                      1 |         2428.000000 |          101.160000 |   2529.160000 |
|             6 | Pediatrics        |      2023 | Μ67Χ     | Uninsured           |                      1 |          996.000000 |          497.980000 |   1493.980000 |
|             6 | Pediatrics        |      2023 | Μ68Α     | EFKA                |                      1 |          151.000000 |          264.250000 |    415.250000 |
|             6 | Pediatrics        |      2023 | Ν24Μ     | Private Insurance A |                      1 |         2389.000000 |            0.000000 |   2389.000000 |
|             6 | Pediatrics        |      2023 | Ν24Χ     | Private Insurance B |                      1 |         1159.000000 |          531.190000 |   1690.190000 |
|             6 | Pediatrics        |      2023 | Ν25Α     | OAEE                |                      1 |          482.000000 |          120.500000 |    602.500000 |
|             6 | Pediatrics        |      2023 | Ν26Μ     | Uninsured           |                      1 |         2062.000000 |          114.560000 |   2176.560000 |
|             6 | Pediatrics        |      2023 | Ο05Α     | EFKA                |                      1 |          896.000000 |         2688.000000 |   3584.000000 |
|             6 | Pediatrics        |      2023 | Ο10Α     | Private Insurance A |                      1 |          650.000000 |         3087.500000 |   3737.500000 |
|             6 | Pediatrics        |      2023 | Ο11Α     | Private Insurance B |                      1 |          639.000000 |          958.500000 |   1597.500000 |
|             6 | Pediatrics        |      2023 | Ο12Α     | OAEE                |                      1 |          583.000000 |         1894.750000 |   2477.750000 |
|            10 | Pulmonology       |      2023 | Α27Μ     | EFKA                |                      1 |          864.000000 |          756.000000 |   1620.000000 |
|            10 | Pulmonology       |      2023 | Α27Χ     | Private Insurance A |                      1 |          350.000000 |          131.250000 |    481.250000 |
|            10 | Pulmonology       |      2023 | Α28Μ     | Private Insurance B |                      1 |         1377.000000 |          344.280000 |   1721.280000 |
|            10 | Pulmonology       |      2023 | Α28Χ     | OAEE                |                      1 |          623.000000 |          830.720000 |   1453.720000 |
|            10 | Pulmonology       |      2023 | Γ12Μ     | Uninsured           |                      1 |         3576.000000 |         1191.960000 |   4767.960000 |
|            10 | Pulmonology       |      2023 | Γ12Χ     | EFKA                |                      1 |         1963.000000 |          490.760000 |   2453.760000 |
|            10 | Pulmonology       |      2023 | Γ20Μ     | Private Insurance A |                      1 |         1969.000000 |          328.140000 |   2297.140000 |
|            10 | Pulmonology       |      2023 | Γ20Χ     | Private Insurance B |                      1 |          755.000000 |         1195.480000 |   1950.480000 |
|            10 | Pulmonology       |      2023 | Ε08Μ     | OAEE                |                      1 |        10017.000000 |            0.000000 |  10017.000000 |
